ID,Season,Team1Seed,Team2Seed,SeedDiff,IDTeams_c_score,NumOTsum_c_score,NumOTmean_c_score,NumOTmedian_c_score,NumOTmax_c_score,NumOTmin_c_score,NumOTstd_c_score,NumOTskew_c_score,NumOTnunique_c_score,WFGMsum_c_score,WFGMmean_c_score,WFGMmedian_c_score,WFGMmax_c_score,WFGMmin_c_score,WFGMstd_c_score,WFGMskew_c_score,WFGMnunique_c_score,WFGAsum_c_score,WFGAmean_c_score,WFGAmedian_c_score,WFGAmax_c_score,WFGAmin_c_score,WFGAstd_c_score,WFGAskew_c_score,WFGAnunique_c_score,WFGM3sum_c_score,WFGM3mean_c_score,WFGM3median_c_score,WFGM3max_c_score,WFGM3min_c_score,WFGM3std_c_score,WFGM3skew_c_score,WFGM3nunique_c_score,WFGA3sum_c_score,WFGA3mean_c_score,WFGA3median_c_score,WFGA3max_c_score,WFGA3min_c_score,WFGA3std_c_score,WFGA3skew_c_score,WFGA3nunique_c_score,WFTMsum_c_score,WFTMmean_c_score,WFTMmedian_c_score,WFTMmax_c_score,WFTMmin_c_score,WFTMstd_c_score,WFTMskew_c_score,WFTMnunique_c_score,WFTAsum_c_score,WFTAmean_c_score,WFTAmedian_c_score,WFTAmax_c_score,WFTAmin_c_score,WFTAstd_c_score,WFTAskew_c_score,WFTAnunique_c_score,WORsum_c_score,WORmean_c_score,WORmedian_c_score,WORmax_c_score,WORmin_c_score,WORstd_c_score,WORskew_c_score,WORnunique_c_score,WDRsum_c_score,WDRmean_c_score,WDRmedian_c_score,WDRmax_c_score,WDRmin_c_score,WDRstd_c_score,WDRskew_c_score,WDRnunique_c_score,WAstsum_c_score,WAstmean_c_score,WAstmedian_c_score,WAstmax_c_score,WAstmin_c_score,WAststd_c_score,WAstskew_c_score,WAstnunique_c_score,WTOsum_c_score,WTOmean_c_score,WTOmedian_c_score,WTOmax_c_score,WTOmin_c_score,WTOstd_c_score,WTOskew_c_score,WTOnunique_c_score,WStlsum_c_score,WStlmean_c_score,WStlmedian_c_score,WStlmax_c_score,WStlmin_c_score,WStlstd_c_score,WStlskew_c_score,WStlnunique_c_score,WBlksum_c_score,WBlkmean_c_score,WBlkmedian_c_score,WBlkmax_c_score,WBlkmin_c_score,WBlkstd_c_score,WBlkskew_c_score,WBlknunique_c_score,WPFsum_c_score,WPFmean_c_score,WPFmedian_c_score,WPFmax_c_score,WPFmin_c_score,WPFstd_c_score,WPFskew_c_score,WPFnunique_c_score,LFGMsum_c_score,LFGMmean_c_score,LFGMmedian_c_score,LFGMmax_c_score,LFGMmin_c_score,LFGMstd_c_score,LFGMskew_c_score,LFGMnunique_c_score,LFGAsum_c_score,LFGAmean_c_score,LFGAmedian_c_score,LFGAmax_c_score,LFGAmin_c_score,LFGAstd_c_score,LFGAskew_c_score,LFGAnunique_c_score,LFGM3sum_c_score,LFGM3mean_c_score,LFGM3median_c_score,LFGM3max_c_score,LFGM3min_c_score,LFGM3std_c_score,LFGM3skew_c_score,LFGM3nunique_c_score,LFGA3sum_c_score,LFGA3mean_c_score,LFGA3median_c_score,LFGA3max_c_score,LFGA3min_c_score,LFGA3std_c_score,LFGA3skew_c_score,LFGA3nunique_c_score,LFTMsum_c_score,LFTMmean_c_score,LFTMmedian_c_score,LFTMmax_c_score,LFTMmin_c_score,LFTMstd_c_score,LFTMskew_c_score,LFTMnunique_c_score,LFTAsum_c_score,LFTAmean_c_score,LFTAmedian_c_score,LFTAmax_c_score,LFTAmin_c_score,LFTAstd_c_score,LFTAskew_c_score,LFTAnunique_c_score,LORsum_c_score,LORmean_c_score,LORmedian_c_score,LORmax_c_score,LORmin_c_score,LORstd_c_score,LORskew_c_score,LORnunique_c_score,LDRsum_c_score,LDRmean_c_score,LDRmedian_c_score,LDRmax_c_score,LDRmin_c_score,LDRstd_c_score,LDRskew_c_score,LDRnunique_c_score,LAstsum_c_score,LAstmean_c_score,LAstmedian_c_score,LAstmax_c_score,LAstmin_c_score,LAststd_c_score,LAstskew_c_score,LAstnunique_c_score,LTOsum_c_score,LTOmean_c_score,LTOmedian_c_score,LTOmax_c_score,LTOmin_c_score,LTOstd_c_score,LTOskew_c_score,LTOnunique_c_score,LStlsum_c_score,LStlmean_c_score,LStlmedian_c_score,LStlmax_c_score,LStlmin_c_score,LStlstd_c_score,LStlskew_c_score,LStlnunique_c_score,LBlksum_c_score,LBlkmean_c_score,LBlkmedian_c_score,LBlkmax_c_score,LBlkmin_c_score,LBlkstd_c_score,LBlkskew_c_score,LBlknunique_c_score,LPFsum_c_score,LPFmean_c_score,LPFmedian_c_score,LPFmax_c_score,LPFmin_c_score,LPFstd_c_score,LPFskew_c_score,LPFnunique_c_score,Pred
2018_1243_1260,2018,9.0,11.0,-2.0,1243_1260,0,0.0,0.0,0,0,0.0,0.0,1,102,25.5,25.5,30,21,3.872983346207417,0.0,4,208,52.0,50.5,60,47,5.597618541248887,1.4367812190530194,4,26,6.5,6.0,9,5,1.914854215512676,0.8545630383279712,3,63,15.75,16.5,18,12,2.8722813232690143,-0.8545630383279712,3,82,20.5,20.0,27,15,5.0,0.5599999999999999,4,124,31.0,33.5,39,18,9.12870929175277,-1.4196968690533907,4,42,10.5,12.5,13,4,4.358898943540673,-1.9319219694363092,3,105,26.25,27.0,32,19,5.439056290693573,-0.769085364809835,4,64,16.0,15.0,22,12,4.546060565661952,0.8940743464205088,4,59,14.75,14.5,17,13,1.7078251276599332,0.7528371991317256,4,23,5.75,5.5,10,2,3.304037933599835,0.4366620845757488,4,24,6.0,7.0,8,2,2.8284271247461903,-1.414213562373095,3,85,21.25,22.0,26,15,4.856267428111155,-0.6876109407631572,4,77,19.25,19.0,23,16,2.9860788111948193,0.42252141445852104,4,242,60.5,64.5,66,47,9.03696114115064,-1.9511706187307334,4,20,5.0,5.0,8,2,2.581988897471611,0.0,4,77,19.25,21.0,26,9,7.41057802513857,-1.1739360594118395,4,63,15.75,15.0,23,10,5.439056290693573,0.769085364809835,4,91,22.75,25.0,29,12,7.58836829188814,-1.405723687757397,4,71,17.75,17.5,25,11,7.274384280931732,0.048709374563868,4,83,20.75,20.0,26,17,4.112987559751022,0.7006521068080315,4,40,10.0,9.5,12,9,1.4142135623730951,1.414213562373095,3,65,16.25,17.0,25,6,7.973915809270458,-0.5103468289335523,4,21,5.25,5.5,7,3,1.707825127659933,-0.7528371991317256,4,10,2.5,2.0,5,1,1.7320508075688772,1.5396007178390019,3,111,27.75,27.5,37,19,7.455423082115014,0.1900350373940112,4,0.0
2018_1199_1276,2018,9.0,3.0,6.0,1199_1276,1,0.3333333333333333,0.0,1,0,0.5773502691896258,1.732050807568878,2,76,25.333333333333332,28.0,29,19,5.507570547286102,-1.6680336834432468,3,173,57.666666666666664,59.0,65,49,8.082903768654761,-0.7221086457211331,3,16,5.333333333333333,4.0,9,3,3.214550253664318,1.5453925256950225,3,57,19.0,22.0,24,11,7.0,-1.5743440233236154,3,48,16.0,16.0,17,15,1.0,0.0,3,74,24.666666666666668,24.0,27,23,2.081665999466133,1.2933427807333908,3,33,11.0,9.0,15,9,3.4641016151377544,1.7320508075688774,2,74,24.666666666666668,25.0,25,24,0.5773502691896255,-1.7320508075688956,2,46,15.333333333333334,19.0,19,8,6.350852961085883,-1.7320508075688783,2,25,8.333333333333334,7.0,11,7,2.3094010767585034,1.732050807568875,2,16,5.333333333333333,6.0,6,4,1.1547005383792515,-1.732050807568875,2,10,3.3333333333333335,3.0,4,3,0.5773502691896258,1.732050807568875,2,40,13.333333333333334,14.0,16,10,3.0550504633038935,-0.9352195295828264,3,71,23.666666666666668,24.0,31,16,7.505553499465135,-0.19945783082154256,3,170,56.666666666666664,59.0,60,51,4.932882862316248,-1.6523167403329848,3,15,5.0,5.0,6,4,1.0,0.0,3,49,16.333333333333332,17.0,20,12,4.041451884327381,-0.7221086457211328,3,35,11.666666666666666,12.0,18,5,6.506407098647712,-0.22993688673998258,3,42,14.0,16.0,20,6,7.211102550927978,-1.1520696383139377,3,24,8.0,7.0,10,7,1.7320508075688772,1.7320508075688774,2,74,24.666666666666668,26.0,27,21,3.214550253664319,-1.5453925256950243,3,30,10.0,10.0,14,6,4.0,0.0,3,42,14.0,14.0,15,13,1.0,0.0,3,18,6.0,6.0,6,6,0.0,0.0,1,16,5.333333333333333,5.0,7,4,1.5275252316519465,0.9352195295828264,3,65,21.666666666666668,22.0,23,20,1.5275252316519465,-0.9352195295828315,3,0.0
2018_1181_1242,2018,2.0,1.0,1.0,1181_1242,1,0.16666666666666666,0.0,1,0,0.408248290463863,2.449489742783178,2,169,28.166666666666668,29.5,33,22,4.622409184253019,-0.5966997333358823,6,378,63.0,64.5,69,56,5.329165037789691,-0.535189406939304,6,38,6.333333333333333,5.5,13,1,5.046450898073483,0.3091696432990939,6,122,20.333333333333332,20.5,36,8,10.132456102380443,0.433863601449121,6,85,14.166666666666666,12.5,27,9,6.554896388705672,2.014850660111887,6,126,21.0,18.0,35,15,7.37563556583431,1.7944615076910897,5,81,13.5,13.0,18,9,3.507135583350036,0.16690710688161983,6,149,24.833333333333332,26.5,30,17,5.776388721914987,-0.5160696629901854,5,86,14.333333333333334,13.5,20,9,4.033195589934446,0.2946855821051936,6,88,14.666666666666666,15.0,18,10,2.943920288775949,-0.6401720154586745,6,37,6.166666666666667,5.5,11,4,2.6394443859772205,1.4937172963383818,5,21,3.5,3.0,5,3,0.8366600265340756,1.536722497715649,3,113,18.833333333333332,16.5,26,14,4.915960401250876,0.8622161986041739,5,152,25.333333333333332,24.0,30,21,3.829708431025353,0.5151116092143617,4,339,56.5,54.0,70,47,9.439279633531365,0.5436127893790808,6,38,6.333333333333333,7.0,10,2,2.875181153713043,-0.4992672789030841,5,109,18.166666666666668,18.5,29,8,8.565434412022933,-0.032674674935907706,6,89,14.833333333333334,16.0,21,5,5.344779384283945,-1.3823890996360244,5,130,21.666666666666668,23.0,30,8,8.140434058861153,-0.9412239907091429,6,53,8.833333333333334,10.0,11,5,2.6394443859772205,-0.9063818545742622,4,140,23.333333333333332,22.5,30,19,3.6696957185394363,1.2775224899973718,5,70,11.666666666666666,12.5,15,6,3.0767948691238205,-1.4465391469596212,5,96,16.0,15.0,28,10,6.4807406984078595,1.5209901639120489,6,39,6.5,5.5,11,3,2.949576240750525,0.6663727535583827,5,25,4.166666666666667,4.5,7,1,2.0412414523193148,-0.33313060501851277,5,126,21.0,20.5,29,16,4.47213595499958,1.2074767078498865,6,0.0
2018_1403_1437,2018,3.0,1.0,2.0,1403_1437,0,0.0,0.0,0,0,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,35,35.0,35.0,35,35,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,31,31.0,31.0,31,31,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,60,60.0,60.0,60,60,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,0.0
2018_1260_1276,2018,11.0,3.0,8.0,1260_1276,0,0.0,0.0,0,0,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,51,51.0,51.0,51,51,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,0.0
2018_1242_1437,2018,1.0,1.0,0.0,1242_1437,0,0.0,0.0,0,0,0.0,0.0,1,195,24.375,23.0,36,18,5.475595205741825,1.5111723720331793,7,429,53.625,52.0,65,45,7.20986427452992,0.6031566288700778,7,71,8.875,8.5,18,4,4.611708700997618,1.0852892296281875,7,188,23.5,19.0,41,11,11.212238211627762,0.9376929177916585,7,132,16.5,17.0,35,2,10.2399776785471,0.36188770983439034,7,164,20.5,19.5,41,2,12.705454396776663,0.11144262608183776,8,69,8.625,8.5,13,5,2.4458419526091335,0.42350279191891893,6,202,25.25,26.0,30,18,3.494894235064305,-1.2415772823722855,5,106,13.25,13.5,20,7,4.399675312695569,0.05870946482811588,8,106,13.25,14.5,18,9,3.4537764010675946,-0.2253889723526488,6,61,7.625,7.0,15,3,3.8890872965260113,0.9213562652790261,6,29,3.625,3.5,7,0,2.445841952609133,-0.04515735821613833,5,143,17.875,17.0,24,14,3.9074105418879572,0.699525505198811,7,190,23.75,24.0,28,21,2.251983252919207,0.6129182747480959,5,461,57.625,57.0,67,50,5.289815011618351,0.4964326744193653,6,49,6.125,6.5,13,2,3.563204817496262,0.8490436589109646,6,164,20.5,19.0,35,11,7.928249671720919,0.8060933188954265,7,92,11.5,13.5,16,4,4.810702354423639,-0.5748499688870803,5,134,16.75,18.5,25,10,5.230405611149374,0.020965979039708718,7,92,11.5,10.0,18,6,3.854496446637726,0.4689827407336583,6,177,22.125,23.0,31,15,5.462534733462636,0.1409963550102298,7,89,11.125,10.0,19,5,4.580626906564521,0.5349077355429305,7,116,14.5,15.0,22,9,4.47213595499958,0.2619393916499754,6,53,6.625,5.5,10,5,2.065879266282796,0.8000078669871928,5,26,3.25,2.5,7,1,1.9820624179302297,1.009049958219026,6,150,18.75,18.0,32,12,6.713525792862388,1.061791954079205,7,0.0
2018_1276_1437,2018,3.0,1.0,2.0,1276_1437,0,0.0,0.0,0,0,0.0,0.0,1,78,26.0,27.0,28,23,2.6457513110645907,-1.457862967321305,3,163,54.333333333333336,55.0,57,51,3.0550504633038926,-0.9352195295828319,3,21,7.0,6.0,10,5,2.6457513110645907,1.457862967321305,3,64,21.333333333333332,20.0,27,17,5.131601439446885,1.0902905798280054,3,35,11.666666666666666,12.0,15,8,3.5118845842842465,-0.42327316026800493,3,52,17.333333333333332,19.0,20,13,3.785938897200183,-1.5970969928697338,3,29,9.666666666666666,9.0,12,8,2.081665999466133,1.2933427807333984,3,77,25.666666666666668,26.0,27,24,1.5275252316519465,-0.9352195295828315,3,28,9.333333333333334,8.0,13,7,3.2145502536643185,1.5453925256950198,3,33,11.0,12.0,13,8,2.6457513110645907,-1.457862967321305,3,23,7.666666666666667,7.0,11,5,3.0550504633038935,0.9352195295828237,3,14,4.666666666666667,5.0,6,3,1.5275252316519468,-0.9352195295828264,3,51,17.0,18.0,20,13,3.605551275463989,-1.1520696383139377,3,61,20.333333333333332,23.0,24,14,5.507570547286102,-1.6680336834432468,3,155,51.666666666666664,55.0,56,44,6.658328118479393,-1.6882017983707402,3,12,4.0,3.0,6,3,1.7320508075688772,1.7320508075688774,2,59,19.666666666666668,21.0,23,15,4.163331998932265,-1.2933427807333984,3,29,9.666666666666666,11.0,15,3,6.110100926607787,-0.9352195295828235,3,44,14.666666666666666,18.0,21,5,8.504900548115383,-1.4927690762210624,3,23,7.666666666666667,7.0,10,6,2.081665999466133,1.293342780733395,3,68,22.666666666666668,23.0,24,21,1.5275252316519472,-0.9352195295828318,3,23,7.666666666666667,7.0,10,6,2.081665999466133,1.293342780733395,3,42,14.0,11.0,21,10,6.082762530298219,1.6795356000385153,3,11,3.6666666666666665,4.0,6,1,2.516611478423583,-0.5855827262813872,3,4,1.3333333333333333,1.0,3,0,1.5275252316519468,0.9352195295828252,3,60,20.0,20.0,20,20,0.0,0.0,1,0.0
2019_1125_1396,2019,11.0,11.0,0.0,1125_1396,0,0.0,0.0,0,0,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,53,53.0,53.0,53,53,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,30,30.0,30.0,30,30,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,71,71.0,71.0,71,71,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,1.0
2019_1192_1341,2019,16.0,16.0,0.0,1192_1341,0,0.0,0.0,0,0,0.0,-1.0,1,59,29.5,29.5,30,29,0.7071067811865476,-1.0,2,110,55.0,55.0,55,55,0.0,-1.0,1,20,10.0,10.0,11,9,1.4142135623730951,-1.0,2,43,21.5,21.5,22,21,0.7071067811865476,-1.0,2,28,14.0,14.0,15,13,1.4142135623730951,-1.0,2,42,21.0,21.0,23,19,2.8284271247461903,-1.0,2,24,12.0,12.0,13,11,1.4142135623730951,-1.0,2,53,26.5,26.5,27,26,0.7071067811865476,-1.0,2,30,15.0,15.0,18,12,4.242640687119285,-1.0,2,38,19.0,19.0,21,17,2.8284271247461903,-1.0,2,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,8,4.0,4.0,8,0,5.656854249492381,-1.0,2,28,14.0,14.0,18,10,5.656854249492381,-1.0,2,56,28.0,28.0,28,28,0.0,-1.0,1,124,62.0,62.0,64,60,2.8284271247461903,-1.0,2,17,8.5,8.5,15,2,9.192388155425117,-1.0,2,41,20.5,20.5,28,13,10.606601717798213,-1.0,2,17,8.5,8.5,12,5,4.949747468305833,-1.0,2,28,14.0,14.0,21,7,9.899494936611665,-1.0,2,21,10.5,10.5,11,10,0.7071067811865476,-1.0,2,34,17.0,17.0,17,17,0.0,-1.0,1,31,15.5,15.5,17,14,2.1213203435596424,-1.0,2,24,12.0,12.0,12,12,0.0,-1.0,1,22,11.0,11.0,13,9,2.8284271247461903,-1.0,2,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,39,19.5,19.5,20,19,0.7071067811865476,-1.0,2,1.0
2019_1113_1385,2019,11.0,11.0,0.0,1113_1385,0,0.0,0.0,0,0,0.0,0.0,1,98,24.5,24.0,28,22,2.6457513110645907,0.8639187954496622,4,217,54.25,53.5,61,49,5.123475382979799,0.7528371991317255,4,24,6.0,5.0,9,5,2.0,1.9999999999999998,2,72,18.0,18.5,23,12,4.546060565661952,-0.6386245331575062,4,83,20.75,21.0,25,16,4.031128874149275,-0.24806946917841688,4,113,28.25,27.0,33,26,3.2015621187164243,1.8664669103760239,3,36,9.0,9.5,11,6,2.449489742783178,-0.5443310539518172,3,112,28.0,29.0,36,18,7.483314773547883,-0.7636035483212125,4,50,12.5,12.5,16,9,2.8867513459481287,0.0,4,56,14.0,13.5,21,8,5.354126134736338,0.5472849321066348,4,22,5.5,5.5,10,1,3.696845502136472,0.0,4,10,2.5,3.0,4,0,1.9148542155126764,-0.8545630383279712,3,71,17.75,18.0,19,16,1.2583057392117913,-1.1293381149712478,3,92,23.0,23.5,25,20,2.4494897427831783,-0.5443310539518172,3,245,61.25,65.0,69,46,10.372238588334408,-1.764302610873229,4,27,6.75,7.5,9,3,2.6299556396765835,-1.4430588355316425,4,96,24.0,24.5,31,16,6.164414002968976,-0.47812629385908956,4,49,12.25,13.0,14,9,2.217355782608345,-1.7198680301759643,3,79,19.75,22.0,23,12,5.188127472091126,-1.9495571645070933,3,54,13.5,14.5,17,8,4.041451884327381,-1.0907375347955612,4,95,23.75,23.0,27,22,2.362907813126304,1.1938237737069408,3,47,11.75,11.0,16,9,3.4034296427770228,0.6278051470864504,3,60,15.0,16.0,17,11,2.70801280154532,-1.812801958059264,3,22,5.5,4.5,11,2,3.872983346207417,1.3770607453181927,4,12,3.0,2.5,6,1,2.449489742783178,0.5443310539518172,3,95,23.75,23.5,27,21,2.7537852736430506,0.32323140755718455,4,1.0
2019_1295_1300,2019,16.0,16.0,0.0,1295_1300,0,0.0,0.0,0,0,0.0,-1.0,1,59,29.5,29.5,34,25,6.363961030678928,-1.0,2,122,61.0,61.0,70,52,12.727922061357855,-1.0,2,19,9.5,9.5,10,9,0.7071067811865476,-1.0,2,39,19.5,19.5,20,19,0.7071067811865476,-1.0,2,45,22.5,22.5,26,19,4.949747468305833,-1.0,2,65,32.5,32.5,41,24,12.020815280171307,-1.0,2,26,13.0,13.0,18,8,7.0710678118654755,-1.0,2,54,27.0,27.0,33,21,8.48528137423857,-1.0,2,36,18.0,18.0,24,12,8.48528137423857,-1.0,2,13,6.5,6.5,7,6,0.7071067811865476,-1.0,2,10,5.0,5.0,10,0,7.0710678118654755,-1.0,2,5,2.5,2.5,3,2,0.7071067811865476,-1.0,2,34,17.0,17.0,20,14,4.242640687119285,-1.0,2,40,20.0,20.0,24,16,5.656854249492381,-1.0,2,114,57.0,57.0,57,57,0.0,-1.0,1,12,6.0,6.0,9,3,4.242640687119285,-1.0,2,32,16.0,16.0,21,11,7.0710678118654755,-1.0,2,33,16.5,16.5,17,16,0.7071067811865476,-1.0,2,44,22.0,22.0,23,21,1.4142135623730951,-1.0,2,23,11.5,11.5,15,8,4.949747468305833,-1.0,2,48,24.0,24.0,25,23,1.4142135623730951,-1.0,2,27,13.5,13.5,17,10,4.949747468305833,-1.0,2,29,14.5,14.5,20,9,7.7781745930520225,-1.0,2,4,2.0,2.0,4,0,2.8284271247461903,-1.0,2,6,3.0,3.0,4,2,1.4142135623730951,-1.0,2,51,25.5,25.5,31,20,7.7781745930520225,-1.0,2,1.0
2019_1120_1308,2019,5.0,12.0,-7.0,1120_1308,0,0.0,0.0,0,0,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,31,31.0,31.0,31,31,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,51,51.0,51.0,51,51,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,27,27.0,27.0,27,27,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,1.0
2019_1124_1393,2019,9.0,8.0,1.0,1124_1393,0,0.0,0.0,0,0,0.0,0.0,1,89,29.666666666666668,30.0,31,28,1.5275252316519472,-0.9352195295828318,3,174,58.0,59.0,63,52,5.5677643628300215,-0.7821521217295038,3,27,9.0,7.0,16,4,6.244997998398398,1.2933427807333964,3,68,22.666666666666668,22.0,34,12,11.015141094572204,0.2713547618998579,3,41,13.666666666666666,10.0,25,6,10.016652800877813,1.4265280856693245,3,50,16.666666666666668,11.0,30,9,11.590225767142474,1.6742095357841151,3,31,10.333333333333334,9.0,13,9,2.3094010767585034,1.732050807568875,2,65,21.666666666666668,22.0,31,12,9.504384952922168,-0.1576277674958033,3,61,20.333333333333332,20.0,24,17,3.511884584284246,0.4232731602680096,3,31,10.333333333333334,12.0,12,7,2.8867513459481287,-1.7320508075688792,2,28,9.333333333333334,10.0,11,7,2.081665999466133,-1.2933427807333984,3,12,4.0,4.0,6,2,2.0,0.0,3,43,14.333333333333334,13.0,17,13,2.309401076758503,1.732050807568875,2,72,24.0,25.0,26,21,2.6457513110645907,-1.457862967321305,3,158,52.666666666666664,51.0,60,47,6.6583281184793925,1.0558318939643143,3,30,10.0,9.0,12,9,1.7320508075688772,1.7320508075688774,2,71,23.666666666666668,23.0,29,19,5.033222956847166,0.5855827262813856,3,33,11.0,12.0,15,6,4.58257569495584,-0.9352195295828245,3,47,15.666666666666666,17.0,18,12,3.2145502536643185,-1.5453925256950198,3,29,9.666666666666666,11.0,12,6,3.2145502536643185,-1.5453925256950194,3,60,20.0,21.0,22,17,2.6457513110645907,-1.457862967321305,3,42,14.0,15.0,15,12,1.7320508075688772,-1.7320508075688774,2,47,15.666666666666666,14.0,20,13,3.7859388972001824,1.597096992869738,3,15,5.0,5.0,8,2,3.0,0.0,3,11,3.6666666666666665,4.0,4,3,0.5773502691896258,-1.732050807568875,2,50,16.666666666666668,15.0,21,14,3.785938897200183,1.5970969928697338,3,1.0
